"createdAt","domain","shortCode","shortUrl","longUrl","title","tags","visits"
"2024-09-12T17:37:25+08:00","brid.pw","stream","https://brid.pw/stream","https://bridgerhmt-my.sharepoint.com/_layouts/15/stream.aspx?action=create","Sign in to your account","me",0
"2024-08-31T21:31:01+08:00","brid.pw","class","https://brid.pw/class","https://cloud.brid.pw/home?path=cloudreve%3A%2F%2FlbuB%40share","名琮新雲端","me|yunapp",0
"2024-08-25T18:08:30+08:00","brid.pw","hua","https://brid.pw/hua","https://www.libdb.yuntech.edu.tw/sendURLApiV3?dbid=L8320Y100&mode=click","","yunapp",0
"2024-07-11T16:34:29+08:00","brid.pw","video","https://brid.pw/video","https://www.libdb.yuntech.edu.tw/sendURLApiV3?dbid=LDB0296&mode=click","","yunapp",0
"2024-07-03T06:20:34+08:00","brid.pw","find-","https://brid.pw/find-","https://www.icloud.com/find/","Find Devices - Apple iCloud","me",0
"2024-06-08T16:15:47+08:00","brid.pw","vpn","https://brid.pw/vpn","https://cloud.brid.pw/s/qrs7","WireGuard","me",0
"2024-06-05T17:05:09+08:00","brid.pw","convert","https://brid.pw/convert","https://www.online-convert.com/","Online converter - convert video, images, audio and documents for free","me",0
"2024-05-16T11:05:34+08:00","brid.pw","webm","https://brid.pw/webm","https://cloudconvert.com/webm-to-mp4","WEBM to MP4 | CloudConvert","me",0
"2024-04-21T07:15:04+08:00","brid.pw","image","https://brid.pw/image","https://www.bing.com/images/create","來自 Microsoft Designer 的影像建立工具","me",0
"2024-04-14T19:37:30+08:00","brid.pw","yo","https://brid.pw/yo","https://www.youdao.com/","网易有道","me",0
"2024-04-14T19:34:28+08:00","brid.pw","gd","https://brid.pw/gd","https://mail.google.com/mail/u/0/?view=cm&fs=1&tf=1&source=mailto&to= me.xcggtky@goodnotes.email","Gmail","me",0
"2024-04-14T19:34:28+08:00","brid.pw","toeic","https://brid.pw/toeic","https://140.125.168.131/","Easy test線上學習測驗平台(授權國立雲林科技大學使用)","sutw|yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","pdf","https://brid.pw/pdf","https://pdf.imagestool.com/zh-TW/","PDFWind | 免費在線處理PDF工具","me",0
"2024-04-14T19:34:28+08:00","brid.pw","mailme","https://brid.pw/mailme","https://mail.google.com/mail/u/0/?view=cm&fs=1&tf=1&source=mailto&to=B11123021@yuntech.edu.tw","Gmail","me",0
"2024-04-14T19:34:28+08:00","brid.pw","sutw","https://brid.pw/sutw","https://drive.google.com/drive/u/0/folders/1OJJSCVuEOJEA4M71Ercx5JO-XJgAVhY7","TA 專用 - Joanne","sutw",0
"2024-04-14T19:34:28+08:00","brid.pw","jojo","https://brid.pw/jojo","https://drive.google.com/drive/u/0/folders/1i1_f_GL4Xri3CmUPpy9KY6V2w-hDlVcd","TA 專用 - Joanne","sutw",0
"2024-04-14T19:34:28+08:00","brid.pw","e5","https://brid.pw/e5","https://bridgerhmt-my.sharepoint.com/personal/bridger_brid_pw/_layouts/15/onedrive.aspx?&login_hint=bridger@brid.pw","Sign in to your account","me",0
"2024-04-14T19:34:28+08:00","brid.pw","hfs","https://brid.pw/hfs","https://sourceforge.net/projects/hfs/files/latest/download","Download HFS ~ HTTP File Server","help|me",0
"2024-04-14T19:34:28+08:00","brid.pw","task","https://brid.pw/task","https://calendar.google.com/calendar/u/0/r/tasks","Google Calendar - Sign in to Access & Edit Your Schedule","me",0
"2024-04-14T19:34:28+08:00","brid.pw","yunlin","https://brid.pw/yunlin","https://taiwanhelper.com/railway/station/3470","【台鐵斗六車站】火車時刻表、平面圖、出口位置、地圖、電話、地址、車站代碼｜交通小幫手","train",0
"2024-04-14T19:34:28+08:00","brid.pw","toiec","https://brid.pw/toiec","https://140.125.168.131/","Easy test線上學習測驗平台(授權國立雲林科技大學使用)","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","cal","https://brid.pw/cal","https://calendar.google.com/calendar/u/0/r","Google Calendar - Sign in to Access & Edit Your Schedule","me",0
"2024-04-14T19:34:28+08:00","brid.pw","find","https://brid.pw/find","https://www.google.com/android/find/","尋找我的裝置","me",0
"2024-04-14T19:34:28+08:00","brid.pw","pay","https://brid.pw/pay","https://agss1.yuntech.edu.tw/login_5203.aspx","國立雲林科技大學單一入口服務網 YunTech SSO  登入","sutw|yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","tas","https://brid.pw/tas","https://talog.brid.pw","洪名琮_實際工讀時數表 - Google 試算表","sutw",0
"2024-04-14T19:34:28+08:00","brid.pw","money","https://brid.pw/money","https://sites.google.com/view/joanneta/#h.18zg1thi2h0a","TA 專用","sutw",0
"2024-04-14T19:34:28+08:00","brid.pw","en","https://brid.pw/en","https://www.youdao.com/","网易有道","me",0
"2024-04-14T19:34:28+08:00","brid.pw","ide","https://brid.pw/ide","https://www.onlinegdb.com/","GDB online Debugger | Compiler - Code, Compile, Run, Debug online C, C++","code",0
"2024-04-14T19:34:28+08:00","brid.pw","ntu","https://brid.pw/ntu","https://reg.ntuh.gov.tw/WebReg/WebReg/BranchIndex?vHospCode=Y0","台大掛號系統","me|台大",0
"2024-04-14T19:34:28+08:00","brid.pw","w3c","https://brid.pw/w3c","https://www.w3schools.com/","W3Schools","code",0
"2024-04-14T19:34:28+08:00","brid.pw","aws","https://brid.pw/aws","https://awsacademy.instructure.com/login/canvas","Log In to Canvas","aws",0
"2024-04-14T19:34:28+08:00","brid.pw","ta","https://brid.pw/ta","https://webapp.yuntech.edu.tw/workstudy","國立雲林科技大學單一入口服務網 YunTech SSO  登入","sutw|yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","acc","https://brid.pw/acc","https://acxweb1.yuntech.edu.tw/","會計請購系統","sutw|yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","db","https://brid.pw/db","https://www.libdb.yuntech.edu.tw/","圖書館資料庫","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","img","https://brid.pw/img","https://imagestool.com/zh_TW/index.html","","me",0
"2024-04-14T19:34:28+08:00","brid.pw","help","https://brid.pw/help","https://cloud.brid.pw/s/PrIa","遠端協助","help",0
"2024-04-14T19:34:28+08:00","brid.pw","ms","https://brid.pw/ms","https://o365oid-my.sharepoint.com/personal/bridgerhung_ms_edu_tw/_layouts/15/onedrive.aspx?&login_hint=bridgerhung@ms.edu.tw","","me",0
"2024-04-14T19:34:28+08:00","brid.pw","live","https://brid.pw/live","https://liveyuntechedu-my.sharepoint.com/personal/b11123021_live_yuntech_edu_tw/_layouts/15/onedrive.aspx?login_hint=B11123021%40live%2Eyuntech%2Eedu%2Etw&view=1","","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","moe","https://brid.pw/moe","https://mail.edu.tw/cgi-bin/openid_login?OPENID_SERVER=moe","","me",0
"2024-04-14T19:34:28+08:00","brid.pw","go","https://brid.pw/go","https://mail.google.com/a/go.edu.tw","","me",0
"2024-04-14T19:34:28+08:00","brid.pw","leak","https://brid.pw/leak","https://browserleaks.com/ip","","me",0
"2024-04-14T19:34:28+08:00","brid.pw","pm","https://brid.pw/pm","https://mail.proton.me/","proton","me",0
"2024-04-14T19:34:28+08:00","brid.pw","ec","https://brid.pw/ec","https://eclass.yuntech.edu.tw/yuntech/sso-login","Tronclass","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","kk","https://brid.pw/kk","https://play.kkbox.com/","kkbox","me",0
"2024-04-14T19:34:28+08:00","brid.pw","house","https://brid.pw/house","https://house.nfu.edu.tw/YUNTECH/16701","房子","house",0
"2024-04-14T19:34:28+08:00","brid.pw","git","https://brid.pw/git","https://codesandbox.io/dashboard/","codesandbox","me",0
"2024-04-14T19:34:28+08:00","brid.pw","train","https://brid.pw/train","https://taiwanhelper.com/railway/reserve-date#google_vignette","交通部臺灣鐵路管理局","me|train",0
"2024-04-14T19:34:28+08:00","brid.pw","ads","https://brid.pw/ads","https://wiki-nyust.vercel.app/ads","廣告阻擋 | Bridger's Wiki","me",0
"2024-04-14T19:34:28+08:00","brid.pw","jpg","https://brid.pw/jpg","https://imagestool.com/zh_TW/","imagetools","me",0
"2024-04-14T19:34:28+08:00","brid.pw","tg","https://brid.pw/tg","https://web.telegram.org/k/","Telegram","me",0
"2024-04-14T19:34:28+08:00","brid.pw","dc","https://brid.pw/dc","https://discord.com/app","discord","me",0
"2024-04-14T19:34:28+08:00","brid.pw","wifi","https://brid.pw/wifi","https://tcx.yuntech.edu.tw/index.php/newsclass/item/90-yuntech-802-1x","wifi","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","w","https://brid.pw/w","https://www.cwa.gov.tw/V8/C/W/Town/Town.html?TID=1000901","鄉鎮預報 | 交通部中央氣象局","me",0
"2024-04-14T19:34:28+08:00","brid.pw","cs","https://brid.pw/cs","https://q.cscan.co","CamScanner","me",0
"2024-04-14T19:34:28+08:00","brid.pw","care","https://brid.pw/care","https://care.yuntech.edu.tw","諮商","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","rec","https://brid.pw/rec","https://toolbox.googleapps.com/apps/screen_recorder/","螢幕錄影器","me",0
"2024-04-14T19:34:28+08:00","brid.pw","ovc","https://brid.pw/ovc","https://www.online-convert.com/","Online converter - convert video, images, audio and documents for free","me",0
"2024-04-14T19:34:28+08:00","brid.pw","code","https://brid.pw/code","https://scratch.mit.edu/","Codecademy","code|me",0
"2024-04-14T19:34:28+08:00","brid.pw","spo","https://brid.pw/spo","https://open.spotify.com","spotify","me",0
"2024-04-14T19:34:28+08:00","brid.pw","map","https://brid.pw/map","https://www-static.yuntech.edu.tw/images/mainmenu/about/map/2022/2022-N-02.png","校園地圖 - 國立雲林科技大學YunTech","map",0
"2024-04-14T19:34:28+08:00","brid.pw","lib","https://brid.pw/lib","https://www.libwebpac.yuntech.edu.tw/index","國立雲林科技大學圖書館","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","mail","https://brid.pw/mail","https://outlook.office.com/mail/?realm=yuntech.edu.tw&login_hint=B11123021@yuntech.edu.tw",":::::: 歡迎使用雲林科技大學 Web Mail 系統 :::::::::::","yunapp",0
"2024-04-14T19:34:28+08:00","brid.pw","sso","https://brid.pw/sso","https://webapp.yuntech.edu.tw/YunTechSSO/Account/Login?lang=zh-TW","國立雲林科技大學單一入口服務網 YunTech SSO","yunapp",0
